Listening to port 4567
Connected!!!
NIS for Lidar:	0.0769869
NIS for Lidar:	0.151552
NIS for Lidar:	0.0859012
NIS for Lidar:	0.394938
NIS for Lidar:	0.924519
NIS for Lidar:	4.20373
NIS for Lidar:	1.14637
NIS for Lidar:	9.72546
NIS for Lidar:	4.80884
NIS for Lidar:	1.25702
NIS for Lidar:	1.03697
NIS for Lidar:	1.73418
NIS for Lidar:	2.39996
NIS for Lidar:	1.6166
NIS for Lidar:	0.34308
NIS for Lidar:	0.787917
NIS for Lidar:	0.123605
NIS for Lidar:	5.69782
NIS for Lidar:	0.988648
NIS for Lidar:	0.399753
NIS for Lidar:	2.6278
NIS for Lidar:	0.373833
NIS for Lidar:	0.237798
NIS for Lidar:	3.20405
NIS for Lidar:	2.17351
NIS for Lidar:	1.76525
NIS for Lidar:	1.86163
NIS for Lidar:	1.49514
NIS for Lidar:	3.07196
NIS for Lidar:	2.70238
NIS for Lidar:	0.410027
NIS for Lidar:	1.59747
NIS for Lidar:	0.995434
NIS for Lidar:	2.47184
NIS for Lidar:	0.973296
NIS for Lidar:	0.729478
NIS for Lidar:	0.12298
NIS for Lidar:	2.48195
NIS for Lidar:	2.19603
NIS for Lidar:	1.8473
NIS for Lidar:	3.33123
NIS for Lidar:	3.66974
NIS for Lidar:	5.08183
NIS for Lidar:	2.45652
NIS for Lidar:	0.954446
NIS for Lidar:	0.326423
NIS for Lidar:	2.16263
NIS for Lidar:	1.31261
NIS for Lidar:	1.63022
NIS for Lidar:	0.451006
NIS for Lidar:	3.73558
NIS for Lidar:	0.180709
NIS for Lidar:	5.623
NIS for Lidar:	0.418133
NIS for Lidar:	1.25082
NIS for Lidar:	4.62711
NIS for Lidar:	0.488723
NIS for Lidar:	1.30946
NIS for Lidar:	1.17611
NIS for Lidar:	2.5595
NIS for Lidar:	0.334202
NIS for Lidar:	1.9686
NIS for Lidar:	4.49908
NIS for Lidar:	1.19164
NIS for Lidar:	1.26092
NIS for Lidar:	0.342836
NIS for Lidar:	0.658457
NIS for Lidar:	1.06038
NIS for Lidar:	1.64472
NIS for Lidar:	1.43506
NIS for Lidar:	1.83795
NIS for Lidar:	3.03222
NIS for Lidar:	0.757741
NIS for Lidar:	0.734135
NIS for Lidar:	1.60863
NIS for Lidar:	0.159205
NIS for Lidar:	1.93542
NIS for Lidar:	0.107603
NIS for Lidar:	2.11053
NIS for Lidar:	0.546767
NIS for Lidar:	0.774385
NIS for Lidar:	2.67898
NIS for Lidar:	1.02889
NIS for Lidar:	0.694969
NIS for Lidar:	2.46839
NIS for Lidar:	2.56557
NIS for Lidar:	0.0526196
NIS for Lidar:	3.18843
NIS for Lidar:	0.749195
NIS for Lidar:	0.589748
NIS for Lidar:	1.20442
NIS for Lidar:	1.33193
NIS for Lidar:	1.44653
NIS for Lidar:	0.798131
NIS for Lidar:	0.809007
NIS for Lidar:	1.83457
NIS for Lidar:	2.71349
NIS for Lidar:	1.31677
NIS for Lidar:	4.8397
NIS for Lidar:	0.370486
NIS for Lidar:	0.084962
NIS for Lidar:	3.40938
NIS for Lidar:	2.32145
NIS for Lidar:	1.29429
NIS for Lidar:	3.27172
NIS for Lidar:	0.237335
NIS for Lidar:	1.26362
NIS for Lidar:	2.95274
NIS for Lidar:	1.75838
NIS for Lidar:	2.87732
NIS for Lidar:	0.859952
NIS for Lidar:	1.03042
NIS for Lidar:	7.74503
NIS for Lidar:	5.9292
NIS for Lidar:	2.10986
NIS for Lidar:	2.83843
NIS for Lidar:	0.915292
NIS for Lidar:	4.26609
NIS for Lidar:	1.08598
NIS for Lidar:	0.588777
NIS for Lidar:	2.59774
NIS for Lidar:	2.40218
NIS for Lidar:	3.01826
NIS for Lidar:	0.25607
NIS for Lidar:	1.76898
NIS for Lidar:	2.25016
NIS for Lidar:	3.78005
NIS for Lidar:	5.26031
NIS for Lidar:	0.966447
NIS for Lidar:	0.821933
NIS for Lidar:	0.708605
NIS for Lidar:	1.42405
NIS for Lidar:	2.03487
NIS for Lidar:	2.65686
NIS for Lidar:	1.69515
NIS for Lidar:	0.158637
NIS for Lidar:	0.194625
NIS for Lidar:	8.50109
NIS for Lidar:	1.12226
NIS for Lidar:	3.65234
NIS for Lidar:	0.308731
NIS for Lidar:	3.34489
NIS for Lidar:	0.373676
NIS for Lidar:	1.83304
NIS for Lidar:	6.01551
NIS for Lidar:	2.50865
NIS for Lidar:	2.88175
NIS for Lidar:	0.00986632
NIS for Lidar:	2.64204
NIS for Lidar:	0.646458
NIS for Lidar:	7.79495
NIS for Lidar:	0.128531
NIS for Lidar:	1.73841
NIS for Lidar:	3.66093
NIS for Lidar:	3.40613
NIS for Lidar:	4.82293
NIS for Lidar:	5.15309
NIS for Lidar:	2.52224
NIS for Lidar:	2.97493
NIS for Lidar:	5.47137
NIS for Lidar:	3.66581
NIS for Lidar:	0.583342
NIS for Lidar:	0.208269
NIS for Lidar:	4.30169
NIS for Lidar:	4.3528
NIS for Lidar:	0.965705
NIS for Lidar:	2.2861
NIS for Lidar:	1.81491
NIS for Lidar:	0.0471229
NIS for Lidar:	0.908919
NIS for Lidar:	2.2504
NIS for Lidar:	0.0110064
NIS for Lidar:	4.37917
NIS for Lidar:	2.41386
NIS for Lidar:	11.693
NIS for Lidar:	1.08034
NIS for Lidar:	1.04509
NIS for Lidar:	1.41465
NIS for Lidar:	0.0271629
NIS for Lidar:	0.968149
NIS for Lidar:	7.19458
NIS for Lidar:	2.03707
NIS for Lidar:	1.37512
NIS for Lidar:	1.59884
NIS for Lidar:	4.98776
NIS for Lidar:	4.90827
NIS for Lidar:	2.68928
NIS for Lidar:	0.0976573
NIS for Lidar:	0.687387
NIS for Lidar:	0.627366
NIS for Lidar:	0.474886
NIS for Lidar:	1.93997
NIS for Lidar:	3.89465
NIS for Lidar:	1.00579
NIS for Lidar:	5.99478
NIS for Lidar:	1.04901
NIS for Lidar:	1.30373
NIS for Lidar:	0.0728382
NIS for Lidar:	0.471394
NIS for Lidar:	2.69509
NIS for Lidar:	1.65745
NIS for Lidar:	2.88892
NIS for Lidar:	0.0901873
NIS for Lidar:	0.481555
NIS for Lidar:	1.00161
NIS for Lidar:	0.110283
NIS for Lidar:	1.38288
NIS for Lidar:	0.227018
NIS for Lidar:	4.23347
NIS for Lidar:	1.87546
NIS for Lidar:	0.44605
NIS for Lidar:	0.966081
NIS for Lidar:	1.29427
NIS for Lidar:	0.128619
NIS for Lidar:	0.326981
NIS for Lidar:	3.20898
NIS for Lidar:	0.373751
NIS for Lidar:	1.10919
NIS for Lidar:	2.53106
NIS for Lidar:	0.413223
NIS for Lidar:	2.49273
NIS for Lidar:	6.66345
NIS for Lidar:	1.89655
NIS for Lidar:	1.98355
NIS for Lidar:	0.0660228
NIS for Lidar:	3.74757
NIS for Lidar:	1.6488
NIS for Lidar:	3.91962
NIS for Lidar:	2.33889
NIS for Lidar:	3.83793
NIS for Lidar:	3.5791
NIS for Lidar:	0.3249
NIS for Lidar:	0.955441
NIS for Lidar:	0.755017
NIS for Lidar:	1.26168
NIS for Lidar:	9.91102
NIS for Lidar:	0.0658396
NIS for Lidar:	5.5486
NIS for Lidar:	0.654913
NIS for Lidar:	3.72067
NIS for Lidar:	0.653151
NIS for Lidar:	3.61216
NIS for Lidar:	0.729011
NIS for Lidar:	2.95462
NIS for Lidar:	0.876899
NIS for Lidar:	0.97007
NIS for Lidar:	6.22868
NIS for Lidar:	5.14134
NIS for Lidar:	0.378158
