Listening to port 4567
Connected!!!
NIS for Radar:	0.791284
NIS for Lidar:	0.209036
NIS for Radar:	1.70976
NIS for Lidar:	0.330721
NIS for Radar:	0.971088
NIS for Lidar:	0.237576
NIS for Radar:	2.84346
NIS for Lidar:	0.170052
NIS for Radar:	0.460611
NIS for Lidar:	0.723958
NIS for Radar:	2.35451
NIS for Lidar:	2.92396
NIS for Radar:	4.0371
NIS for Lidar:	0.2476
NIS for Radar:	1.44126
NIS for Lidar:	11.2058
NIS for Radar:	1.51082
NIS for Lidar:	3.165
NIS for Radar:	1.78183
NIS for Lidar:	2.01412
NIS for Radar:	3.30051
NIS for Lidar:	4.09267
NIS for Radar:	0.576432
NIS for Lidar:	0.15589
NIS for Radar:	2.8957
NIS for Lidar:	3.06029
NIS for Radar:	4.57465
NIS for Lidar:	0.390334
NIS for Radar:	2.46075
NIS for Lidar:	0.382521
NIS for Radar:	7.14665
NIS for Lidar:	0.883192
NIS for Radar:	6.88803
NIS for Lidar:	0.643962
NIS for Radar:	4.74203
NIS for Lidar:	3.76659
NIS for Radar:	5.13156
NIS for Lidar:	1.44693
NIS for Radar:	4.39519
NIS for Lidar:	0.986529
NIS for Radar:	1.732
NIS for Lidar:	1.79535
NIS for Radar:	0.853896
NIS for Lidar:	0.39473
NIS for Radar:	1.52366
NIS for Lidar:	0.387216
NIS for Radar:	0.85511
NIS for Lidar:	3.90866
NIS for Radar:	3.6431
NIS for Lidar:	3.43247
NIS for Radar:	12.0786
NIS for Lidar:	1.30882
NIS for Radar:	0.433771
NIS for Lidar:	1.9042
NIS for Radar:	1.0859
NIS for Lidar:	1.78731
NIS for Radar:	4.38109
NIS for Lidar:	3.13297
NIS for Radar:	3.47344
NIS for Lidar:	2.62364
NIS for Radar:	0.61344
NIS for Lidar:	0.574742
NIS for Radar:	2.32679
NIS for Lidar:	2.29128
NIS for Radar:	0.49393
NIS for Lidar:	1.53993
NIS for Radar:	6.15571
NIS for Lidar:	3.59514
NIS for Radar:	1.56676
NIS for Lidar:	1.40249
NIS for Radar:	3.03184
