Listening to port 4567
Connected!!!
NIS for Radar:	0.791284
NIS for Radar:	0.635638
NIS for Radar:	1.11863
NIS for Radar:	0.989177
NIS for Radar:	0.0844794
NIS for Radar:	0.973229
NIS for Radar:	3.81914
NIS for Radar:	2.31694
NIS for Radar:	2.00986
NIS for Radar:	2.15448
NIS for Radar:	2.72841
NIS for Radar:	1.40477
NIS for Radar:	2.94435
NIS for Radar:	3.84608
NIS for Radar:	2.15897
NIS for Radar:	4.57607
NIS for Radar:	5.49792
NIS for Radar:	1.5796
NIS for Radar:	1.94748
NIS for Radar:	2.79788
NIS for Radar:	3.77755
NIS for Radar:	3.33876
NIS for Radar:	1.33665
NIS for Radar:	4.03698
NIS for Radar:	2.09211
NIS for Radar:	10.4836
NIS for Radar:	1.30245
NIS for Radar:	2.88022
NIS for Radar:	1.75127
NIS for Radar:	0.625384
NIS for Radar:	3.04265
NIS for Radar:	1.64167
NIS for Radar:	0.543387
NIS for Radar:	5.04429
NIS for Radar:	2.32271
NIS for Radar:	3.51134
NIS for Radar:	1.81412
NIS for Radar:	0.934854
NIS for Radar:	0.736741
NIS for Radar:	0.175653
NIS for Radar:	4.45781
NIS for Radar:	0.189874
NIS for Radar:	2.35406
NIS for Radar:	1.0147
NIS for Radar:	1.20435
NIS for Radar:	2.1706
NIS for Radar:	5.80203
NIS for Radar:	1.86375
NIS for Radar:	3.06038
NIS for Radar:	7.60152
NIS for Radar:	3.10421
NIS for Radar:	2.69691
NIS for Radar:	4.60811
NIS for Radar:	0.185917
NIS for Radar:	1.61704
NIS for Radar:	0.358705
NIS for Radar:	1.84955
NIS for Radar:	12.7854
NIS for Radar:	1.17541
NIS for Radar:	0.261147
NIS for Radar:	1.01447
NIS for Radar:	11.4255
NIS for Radar:	3.30554
NIS for Radar:	0.658559
NIS for Radar:	1.91743
NIS for Radar:	6.49817
NIS for Radar:	0.935478
NIS for Radar:	4.29571
NIS for Radar:	4.46937
NIS for Radar:	9.4934
NIS for Radar:	1.89993
NIS for Radar:	8.92633
NIS for Radar:	1.40063
NIS for Radar:	2.07949
NIS for Radar:	0.581532
NIS for Radar:	1.94851
NIS for Radar:	1.88827
NIS for Radar:	3.694
NIS for Radar:	0.958038
NIS for Radar:	1.13699
NIS for Radar:	3.91177
NIS for Radar:	5.05379
NIS for Radar:	1.5184
NIS for Radar:	3.20678
NIS for Radar:	2.26869
NIS for Radar:	4.15708
NIS for Radar:	0.0236099
NIS for Radar:	3.1491
NIS for Radar:	0.549328
NIS for Radar:	0.677143
NIS for Radar:	2.6078
NIS for Radar:	2.6835
NIS for Radar:	0.607235
NIS for Radar:	4.4851
NIS for Radar:	3.21436
NIS for Radar:	1.43269
NIS for Radar:	7.91127
NIS for Radar:	2.93671
NIS for Radar:	3.56042
NIS for Radar:	1.20891
NIS for Radar:	3.27847
NIS for Radar:	6.07731
NIS for Radar:	1.89958
NIS for Radar:	1.02452
NIS for Radar:	2.47241
NIS for Radar:	2.76028
NIS for Radar:	1.23577
NIS for Radar:	4.09937
NIS for Radar:	1.42541
NIS for Radar:	1.32547
NIS for Radar:	3.10342
NIS for Radar:	3.09724
NIS for Radar:	1.36338
NIS for Radar:	3.73033
NIS for Radar:	0.615344
NIS for Radar:	1.07101
NIS for Radar:	1.32431
NIS for Radar:	2.74217
NIS for Radar:	2.32012
NIS for Radar:	3.66483
NIS for Radar:	5.43885
NIS for Radar:	8.09118
NIS for Radar:	0.733682
NIS for Radar:	5.68501
NIS for Radar:	3.89937
NIS for Radar:	4.49034
NIS for Radar:	0.157759
NIS for Radar:	5.75753
NIS for Radar:	1.2496
NIS for Radar:	5.27615
NIS for Radar:	3.91626
NIS for Radar:	0.799739
NIS for Radar:	6.70337
NIS for Radar:	3.04465
NIS for Radar:	0.657311
NIS for Radar:	6.02848
NIS for Radar:	4.95449
NIS for Radar:	3.67117
NIS for Radar:	6.95249
NIS for Radar:	2.975
NIS for Radar:	5.2706
NIS for Radar:	3.48954
NIS for Radar:	1.63281
NIS for Radar:	0.159952
NIS for Radar:	2.86695
NIS for Radar:	1.65484
NIS for Radar:	0.190305
NIS for Radar:	2.36123
NIS for Radar:	5.36671
NIS for Radar:	0.376403
NIS for Radar:	6.75664
NIS for Radar:	1.04381
NIS for Radar:	7.333
NIS for Radar:	1.58673
NIS for Radar:	2.57867
NIS for Radar:	0.817225
NIS for Radar:	1.70054
NIS for Radar:	2.08567
NIS for Radar:	2.72749
NIS for Radar:	2.72103
NIS for Radar:	3.44246
NIS for Radar:	5.32678
NIS for Radar:	2.77881
NIS for Radar:	0.27256
NIS for Radar:	4.31225
NIS for Radar:	2.52985
NIS for Radar:	2.92542
NIS for Radar:	4.48567
NIS for Radar:	6.18996
NIS for Radar:	3.36695
NIS for Radar:	2.07233
NIS for Radar:	1.13009
NIS for Radar:	3.80216
NIS for Radar:	2.805
NIS for Radar:	7.08802
NIS for Radar:	1.55542
NIS for Radar:	2.54611
NIS for Radar:	1.51473
NIS for Radar:	6.20395
NIS for Radar:	1.82973
NIS for Radar:	1.63402
NIS for Radar:	3.78916
NIS for Radar:	1.50933
NIS for Radar:	0.588041
NIS for Radar:	1.33861
NIS for Radar:	3.51495
NIS for Radar:	1.31884
NIS for Radar:	2.2534
NIS for Radar:	0.845528
NIS for Radar:	7.24041
NIS for Radar:	0.494904
NIS for Radar:	9.07949
NIS for Radar:	3.45356
NIS for Radar:	2.70265
NIS for Radar:	0.960342
NIS for Radar:	0.829884
NIS for Radar:	3.4834
NIS for Radar:	2.54007
NIS for Radar:	2.55317
NIS for Radar:	1.97829
NIS for Radar:	1.49351
NIS for Radar:	1.61063
NIS for Radar:	11.5984
NIS for Radar:	7.19134
NIS for Radar:	0.229798
NIS for Radar:	2.47778
NIS for Radar:	1.21056
NIS for Radar:	1.49409
NIS for Radar:	1.05164
NIS for Radar:	0.759495
NIS for Radar:	12.0473
NIS for Radar:	3.5973
NIS for Radar:	0.795207
NIS for Radar:	1.31671
NIS for Radar:	6.0538
NIS for Radar:	1.654
NIS for Radar:	5.98113
NIS for Radar:	2.5102
NIS for Radar:	4.09574
NIS for Radar:	8.24077
NIS for Radar:	1.14559
NIS for Radar:	7.58525
NIS for Radar:	4.45032
NIS for Radar:	2.55694
NIS for Radar:	2.68288
NIS for Radar:	3.84214
NIS for Radar:	1.46083
NIS for Radar:	7.4691
NIS for Radar:	4.47684
NIS for Radar:	0.468419
NIS for Radar:	0.61531
NIS for Radar:	0.776658
NIS for Radar:	0.984101
NIS for Radar:	7.55044
NIS for Radar:	8.62012
NIS for Radar:	0.944984
NIS for Radar:	4.49724
NIS for Radar:	0.428241
NIS for Radar:	2.90184
NIS for Radar:	1.69889
NIS for Radar:	2.56246
NIS for Radar:	6.38216
NIS for Radar:	0.405404
NIS for Radar:	8.82524
NIS for Radar:	4.2773
NIS for Radar:	2.57956
NIS for Radar:	3.96293
NIS for Radar:	4.57117
NIS for Radar:	3.98616
